EA,T,value
0,2071,3801.8320946942576
0,2072,11661.390029513857
0,2073,13031.320794196961
0,2074,13031.320794196961
0,2075,13031.320794196961
0,2076,13031.320794196961
0,2077,13031.320794196961
0,2078,13031.320794196961
0,2079,13031.320794196961
0,2080,13031.320794196963
0,2081,6.670861723159824e-09
0,2082,6.670714000657869e-09
0,2083,6.670726409167927e-09
0,2084,6.67076611251257e-09
0,2085,6.670788300384769e-09
0,2086,6.6707983004354155e-09
0,2087,6.670876263595906e-09
0,2088,6.671019458901576e-09
0,2089,6.671167002142561e-09
0,2090,6.671184552168867e-09
0,2091,6.6714079761220535e-09
0,2092,6.671801428764651e-09
0,2093,6.671650977121693e-09
0,2094,6.671892796983015e-09
0,2095,6.674723675714789e-09
0,2096,6.672845478083967e-09
0,2097,998.472483484446
0,2098,6701.9656609458825
0,2099,7598.061307001937
0,2100,11612.476931165083
0,2101,12911.976765093734
0,2102,13031.320794196961
0,2103,13031.320794196963
0,2104,11468.715698980484
0,2105,6.686952066880421e-09
0,2106,6.670823671621755e-09
0,2107,6.670831598122194e-09
0,2108,6.6708647055611374e-09
0,2109,6.670989250519292e-09
0,2110,6.671149108236125e-09
0,2111,232.01434149650436
0,2112,2713.915571309524
0,2113,4806.410029442561
0,2114,5797.60146179112
0,2115,7242.032976349338
0,2116,6445.533027241197
0,2117,3423.9409239208317
0,2118,6.672094203464162e-09
0,2119,6.672171200654727e-09
0,2120,4417.269583815247
0,2121,13031.320794196961
0,2122,13031.320794196961
0,2123,13031.320794196963
0,2124,13031.320794196961
0,2125,13031.320794196961
0,2126,13031.320794196961
0,2127,13031.320794196961
0,2128,4271.585339697373
0,2129,6.670767773411195e-09
0,2130,6.670701413479763e-09
0,2131,6.670689490830345e-09
0,2132,6.6707020992181555e-09
0,2133,6.670717489435807e-09
0,2134,6.670730945640917e-09
0,2135,6.670758512416277e-09
0,2136,6.670790046471192e-09
0,2137,6.670799887213576e-09
0,2138,6.670837588345126e-09
0,2139,6.670849037380307e-09
0,2140,6.670851494688956e-09
0,2141,6.670781063081158e-09
0,2142,6.6707278085400475e-09
0,2143,6.670725637451455e-09
0,2144,6.6708135793038095e-09
0,2145,1791.5942949146195
0,2146,9312.544653889816
0,2147,8857.53931906169
0,2148,11607.282414527344
0,2149,13031.320794196961
0,2150,11074.32495295931
0,2151,2031.0275720742022
0,2152,6.670843051422186e-09
0,2153,6.670694609959512e-09
0,2154,6.670563656848134e-09
0,2155,6.670598724004527e-09
0,2156,6.6706769602696155e-09
0,2157,6.670705975561948e-09
0,2158,6.6707311768521125e-09
0,2159,6.670781193542019e-09
0,2160,6.670864580448442e-09
0,2161,6.67101693162123e-09
0,2162,6.6710197951296105e-09
0,2163,6.670945159835362e-09
0,2164,6.670843506166223e-09
0,2165,6.67075522063618e-09
0,2166,6.6707220342258135e-09
0,2167,6.670731784001941e-09
0,2168,6.670854176585002e-09
0,2169,7017.106844134573
0,2170,13031.320794196963
0,2171,13031.320794196963
0,2172,13031.320794196961
0,2173,13031.320794196963
0,2174,13031.320794196961
0,2175,5679.069341567349
0,2176,6.67083004697871e-09
0,2177,6.670698472024023e-09
0,2178,6.670628406105759e-09
0,2179,6.670643758964175e-09
0,2180,6.6706621114305314e-09
0,2181,6.670684830961595e-09
0,2182,6.670704808448802e-09
0,2183,6.670734657212237e-09
0,2184,6.670790547879968e-09
0,2185,6.6708469360050675e-09
0,2186,6.67089580890234e-09
0,2187,6.6709202168097775e-09
0,2188,6.670851877115861e-09
0,2189,6.6707771423579214e-09
0,2190,6.670736265029002e-09
0,2191,6.670742070324313e-09
0,2192,6.6709925533845095e-09
0,2193,10904.61703177212
0,2194,13031.320794196963
0,2195,13031.320794196961
0,2196,13031.320794196961
0,2197,13031.320794196961
0,2198,13031.320794196961
0,2199,13031.320794196961
0,2200,2606.9871805232956
0,2201,6.67074432419767e-09
0,2202,6.670698085265391e-09
0,2203,6.670696712827224e-09
0,2204,6.670703943348642e-09
0,2205,6.670724646997195e-09
0,2206,6.670780783611107e-09
0,2207,6.671037536354122e-09
0,2208,1199.3523723724954
0,2209,4209.028654121792
0,2210,4956.02533781168
0,2211,2699.7366579963227
0,2212,6.692652673211093e-09
0,2213,6.671105408492628e-09
0,2214,6.670792422804338e-09
0,2215,6.6707603531027275e-09
0,2216,6.670879503797626e-09
0,2217,2866.262219409765
0,2218,10146.420203911623
0,2219,13031.320794196961
0,2220,13031.320794196961
0,2221,13031.320794196961
0,2222,13031.320794196963
0,2223,4578.480711294843
0,2224,6.671023970393871e-09
0,2225,6.6707541252082795e-09
0,2226,6.670730018539639e-09
0,2227,6.67074254257398e-09
0,2228,6.6707405354540254e-09
0,2229,6.670753996795544e-09
0,2230,6.670854240730807e-09
0,2231,6.6714537757051195e-09
0,2232,6.6780492220291145e-09
0,2233,2014.183874971118
0,2234,2195.511948505199
0,2235,21.973330419477158
0,2236,6.672115724231846e-09
0,2237,6.671263818436184e-09
0,2238,6.6710248150458085e-09
0,2239,6.6727058718068195e-09
0,2240,10245.684920967611
0,2241,13031.320794196963
0,2242,13031.320794196963
0,2243,13031.320794196961
0,2244,13031.320794196961
0,2245,13031.320794196961
0,2246,13031.320794196961
0,2247,13031.320794196963
0,2248,7992.60519079089
0,2249,6.670745255898337e-09
0,2250,6.670682611887739e-09
0,2251,6.670656674764806e-09
0,2252,6.670659531005644e-09
0,2253,6.670681443166078e-09
0,2254,6.670701536380856e-09
0,2255,6.6707218548572696e-09
0,2256,6.670756911614639e-09
0,2257,6.670816534631409e-09
0,2258,6.670911599032198e-09
0,2259,6.670964546915194e-09
0,2260,6.6710207148845715e-09
0,2261,6.6710085276762705e-09
0,2262,6.671934520648621e-09
0,2263,8537.617493223794
0,2264,13031.320794196961
0,2265,13031.320794196963
0,2266,13031.320794196961
0,2267,13031.320794196961
0,2268,13031.320794196961
0,2269,13031.320794196961
0,2270,13031.320794196961
0,2271,13031.320794196961
0,2272,13031.320794196961
0,2273,6.670818497376154e-09
0,2274,6.670701186497803e-09
0,2275,6.670696682937125e-09
0,2276,6.670715260900593e-09
0,2277,6.670756190588854e-09
0,2278,6.6709497639600264e-09
0,2279,320.22572348594906
0,2280,6502.690869106509
0,2281,9480.036325513567
0,2282,10202.36611530592
0,2283,8551.352061456488
0,2284,6917.95745343711
0,2285,2745.7352912645333
0,2286,6.67377101467073e-09
0,2287,1364.8085157572666
0,2288,8825.362601092118
0,2289,13031.320794196963
0,2290,13031.320794196963
0,2291,13031.320794196961
0,2292,13031.320794196961
0,2293,13031.320794196961
0,2294,13031.320794196961
0,2295,13031.320794196963
0,2296,13031.320794196961
0,2297,6.6708438972548875e-09
0,2298,6.6707170270616966e-09
0,2299,6.6707288776125174e-09
0,2300,6.67076371758451e-09
0,2301,6.6708287697360346e-09
0,2302,6.671152837896681e-09
0,2303,646.7114762471006
0,2304,5147.315478330905
0,2305,6863.219328684716
0,2306,7475.024153844572
0,2307,7090.508085630162
0,2308,3421.447708540123
0,2309,6.671888220091306e-09
0,2310,6.6709104431617204e-09
0,2311,6.67085947808121e-09
0,2312,6.671370309689208e-09
0,2313,10490.811588743518
0,2314,13031.320794196963
0,2315,13031.320794196963
0,2316,13031.320794196963
0,2317,13031.320794196961
0,2318,13031.320794196961
0,2319,13031.320794196963
0,2320,6.671076215923923e-09
0,2321,6.670704694317042e-09
0,2322,6.670653063317863e-09
0,2323,6.670662208840167e-09
0,2324,6.670680908922069e-09
0,2325,6.670700114855435e-09
0,2326,6.67072639869267e-09
0,2327,6.6707694972714736e-09
0,2328,6.670812133527836e-09
0,2329,6.670836134329216e-09
0,2330,6.670855190978954e-09
0,2331,6.670846750498076e-09
0,2332,6.670798003429242e-09
0,2333,6.670737763147376e-09
0,2334,6.6707194080230304e-09
0,2335,6.670734207661359e-09
0,2336,6.670883716411804e-09
0,2337,6449.306085772868
0,2338,13031.320794196961
0,2339,13031.320794196963
0,2340,13031.320794196961
0,2341,13031.320794196963
0,2342,13031.320794196961
0,2343,4561.292373180397
0,2344,6.670776788441298e-09
0,2345,6.670685974201117e-09
0,2346,6.670599876002369e-09
0,2347,6.670640987128476e-09
0,2348,6.670678275057873e-09
0,2349,6.67070026733153e-09
0,2350,6.670726040950846e-09
0,2351,6.6707827376398835e-09
0,2352,6.670946800726222e-09
0,2353,6.671413891202152e-09
0,2354,6.672579758163128e-09
0,2355,6.672160806898931e-09
0,2356,6.6714999445428814e-09
0,2357,6.670870489937276e-09
0,2358,6.670778235235405e-09
0,2359,6.6707794567653355e-09
0,2360,6.670948606368378e-09
0,2361,6894.580273410429
0,2362,13031.320794196961
0,2363,13031.320794196961
0,2364,13031.320794196961
0,2365,13031.320794196963
0,2366,13031.320794196963
0,2367,1752.1293674358933
0,2368,6.67080673155658e-09
0,2369,6.670690071258825e-09
0,2370,6.670601531089502e-09
0,2371,6.670585583002399e-09
0,2372,6.670603566135285e-09
0,2373,6.670657067251922e-09
0,2374,6.670689446590661e-09
0,2375,6.67071210559275e-09
0,2376,6.6707225912812664e-09
0,2377,6.6707338623353435e-09
0,2378,6.670740342385571e-09
0,2379,6.6707456576943445e-09
0,2380,6.670740656186714e-09
0,2381,6.670736143427258e-09
0,2382,6.670772381761707e-09
0,2383,6.671352928830628e-09
0,2384,11239.11461788237
0,2385,13031.320794196961
0,2386,13031.320794196963
0,2387,13031.320794196961
0,2388,13031.320794196961
0,2389,13031.320794196961
0,2390,13031.320794196961
0,2391,13031.320794196961
0,2392,11064.58382482767
0,2393,6.6708213789288775e-09
0,2394,6.67070311548998e-09
0,2395,6.670688392072758e-09
0,2396,6.670690582015457e-09
0,2397,6.670699354412972e-09
0,2398,6.670714821910521e-09
0,2399,6.670735267003114e-09
0,2400,6.670747074379819e-09
0,2401,6.670755207950167e-09
0,2402,6.670763327263257e-09
0,2403,6.670755189926153e-09
0,2404,6.670743804794526e-09
0,2405,6.670729657267382e-09
0,2406,6.670749300318877e-09
0,2407,6.670973582647629e-09
0,2408,7696.536747709421
0,2409,13031.320794196963
0,2410,13031.320794196961
0,2411,13031.320794196963
0,2412,13031.320794196961
0,2413,13031.320794196961
0,2414,13031.320794196963
0,2415,13031.320794196961
0,2416,3909.8418130551654
0,2417,6.670733297314393e-09
0,2418,6.670671600447566e-09
0,2419,6.670645501870836e-09
0,2420,6.670658753377729e-09
0,2421,6.670682015082724e-09
0,2422,6.670698867221644e-09
0,2423,6.670716989364495e-09
0,2424,6.670736806616786e-09
0,2425,6.670747605297529e-09
0,2426,6.670763047466252e-09
0,2427,6.670760003234922e-09
0,2428,6.670755113945604e-09
0,2429,6.670756654893352e-09
0,2430,6.670833285866682e-09
0,2431,6.674818561179868e-09
0,2432,11693.34850128222
0,2433,13031.320794196963
0,2434,13031.320794196961
0,2435,13031.320794196963
0,2436,13031.320794196961
0,2437,13031.320794196963
0,2438,13031.320794196961
0,2439,13031.320794196961
0,2440,6.67191898782535e-09
0,2441,6.670722571992632e-09
0,2442,6.670670659386338e-09
0,2443,6.670659856869383e-09
0,2444,6.670679637102946e-09
0,2445,6.670700668444829e-09
0,2446,6.6707224125056456e-09
0,2447,6.67076000131131e-09
0,2448,6.67079774314957e-09
0,2449,6.670847036664769e-09
0,2450,6.670888064582594e-09
0,2451,6.670900613094493e-09
0,2452,6.670998659526442e-09
0,2453,6.671068104511957e-09
0,2454,6.67271878492405e-09
0,2455,4282.383391987288
0,2456,8747.479478894616
0,2457,13031.320794196961
0,2458,13031.320794196963
0,2459,13031.320794196963
0,2460,13031.320794196961
0,2461,13031.320794196963
0,2462,13031.320794196961
0,2463,13031.320794196963
0,2464,12594.706906861991
0,2465,6.670899913416479e-09
0,2466,6.6707143066358155e-09
0,2467,6.670699671937672e-09
0,2468,6.670700346541816e-09
0,2469,6.670718237396392e-09
0,2470,6.670773912982977e-09
0,2471,6.67101443488828e-09
0,2472,6.6735846394278954e-09
0,2473,5519.142501714885
0,2474,10348.70122914301
0,2475,11628.511067556312
0,2476,7572.820314154073
0,2477,1645.874469993669
0,2478,6.671974572008609e-09
0,2479,2181.518099581318
0,2480,13031.320794196961
0,2481,13031.320794196961
0,2482,13031.320794196963
0,2483,13031.320794196961
0,2484,13031.320794196961
0,2485,13031.320794196961
0,2486,13031.320794196961
0,2487,13031.320794196963
0,2488,13031.320794196961
0,2489,5358.6390266016715
0,2490,6.670948967728727e-09
0,2491,6.670780079886817e-09
0,2492,6.670752941915111e-09
0,2493,6.670763070342918e-09
0,2494,6.6708907635734595e-09
0,2495,6.671552559965446e-09
0,2496,6.675034890971236e-09
0,2497,6.672847372372357e-09
0,2498,6.672228227906842e-09
0,2499,6.671830488732042e-09
0,2500,6.671227657454477e-09
0,2501,6.67092032613632e-09
0,2502,6.670788602688287e-09
0,2503,6.670830643023089e-09
0,2504,3680.6638975184665
0,2505,13031.320794196961
0,2506,13031.320794196963
0,2507,13031.320794196961
0,2508,13031.320794196961
0,2509,13031.320794196961
0,2510,13031.320794196963
0,2511,13031.320794196963
0,2512,7286.9933873990485
0,2513,6.670760053796859e-09
0,2514,6.670693309142216e-09
0,2515,6.670679787895139e-09
0,2516,6.670686547729666e-09
0,2517,6.670708192216677e-09
0,2518,6.670736725665e-09
0,2519,6.670805466731408e-09
0,2520,6.67102702314127e-09
0,2521,6.671320043722587e-09
0,2522,6.6716173448679115e-09
0,2523,6.671585909661741e-09
0,2524,6.671099171993172e-09
0,2525,6.670835307132086e-09
0,2526,6.6708170087741945e-09
0,2527,6.670934708041716e-09
0,2528,6456.450250898082
0,2529,13031.320794196963
0,2530,13031.320794196961
0,2531,13031.320794196961
0,2532,13031.320794196961
0,2533,13031.320794196961
0,2534,13031.320794196963
0,2535,13031.320794196961
0,2536,6.670985559005712e-09
0,2537,6.670706515681824e-09
0,2538,6.6706477901879414e-09
0,2539,6.670633791675916e-09
0,2540,6.6706601893188035e-09
0,2541,6.670681683050891e-09
0,2542,6.670703410074486e-09
0,2543,6.670722981347562e-09
0,2544,6.6707501424085396e-09
0,2545,6.670768720244105e-09
0,2546,6.670774881834508e-09
0,2547,6.6707576923757286e-09
0,2548,6.6707407074737115e-09
0,2549,6.670716598824708e-09
0,2550,6.670712659753891e-09
0,2551,6.670738853526113e-09
0,2552,6.670959119848046e-09
0,2553,9250.406903250863
0,2554,13031.320794196961
0,2555,13031.320794196963
0,2556,13031.320794196963
0,2557,13031.320794196961
0,2558,13031.320794196961
0,2559,8561.555967903036
0,2560,6.670941125314943e-09
0,2561,6.670710262765e-09
0,2562,6.670673803482853e-09
0,2563,6.670672823163342e-09
0,2564,6.670683178120794e-09
0,2565,6.67069864988146e-09
0,2566,6.670712982702143e-09
0,2567,6.670738124517043e-09
0,2568,6.670759250370015e-09
0,2569,6.670779322320031e-09
0,2570,6.670771123353657e-09
0,2571,6.670763724763961e-09
0,2572,6.670755504852156e-09
0,2573,6.670747906038271e-09
0,2574,6.6707845585379505e-09
0,2575,6.670980759872887e-09
0,2576,2752.926436349292
0,2577,11793.35562316797
0,2578,13031.320794196961
0,2579,13031.320794196963
0,2580,13031.320794196963
0,2581,13031.320794196963
0,2582,13031.320794196961
0,2583,6081.567735380157
0,2584,6.670850398585123e-09
0,2585,6.670716622420505e-09
0,2586,6.6706829284061636e-09
0,2587,6.670682172403847e-09
0,2588,6.670700120094334e-09
0,2589,6.670713016419137e-09
0,2590,6.670732756238216e-09
0,2591,6.67077313754803e-09
0,2592,6.670869934836775e-09
0,2593,6.67101603922628e-09
0,2594,6.671225599380408e-09
0,2595,6.6712391467398165e-09
0,2596,6.671242362164129e-09
0,2597,6.6711033901604985e-09
0,2598,6.672173081228806e-09
0,2599,3529.2646890041246
0,2600,13031.320794196961
0,2601,13031.320794196963
0,2602,13031.320794196961
0,2603,13031.320794196961
0,2604,13031.320794196961
0,2605,13031.320794196961
0,2606,13031.320794196961
0,2607,13031.320794196961
0,2608,13031.320794196963
0,2609,6.672950335537491e-09
0,2610,6.670747853440066e-09
0,2611,6.670734836845055e-09
0,2612,6.6707591394163225e-09
0,2613,6.6708138683224625e-09
0,2614,6.670986045037453e-09
0,2615,6.672391424880816e-09
0,2616,1963.0203391535215
0,2617,3070.0831599827943
0,2618,3278.43205652098
0,2619,2349.3258159269776
0,2620,761.3084911956335
0,2621,6.672163006836619e-09
0,2622,6.671157366103476e-09
0,2623,6.678333661871908e-09
0,2624,13031.320794196961
0,2625,13031.320794196961
0,2626,13031.320794196961
0,2627,13031.320794196961
0,2628,13031.320794196961
0,2629,13031.320794196961
0,2630,13031.320794196961
0,2631,13031.320794196961
0,2632,13031.320794196961
0,2633,6268.226417240457
0,2634,6.67085627321601e-09
0,2635,6.670805000389795e-09
0,2636,6.670899640849747e-09
0,2637,6.671183942618547e-09
0,2638,1358.2901908751944
0,2639,7813.189191444323
0,2640,12278.625156669876
0,2641,13031.320794196963
0,2642,13031.320794196963
0,2643,13031.320794196961
0,2644,12990.442256798857
0,2645,8808.20207377597
0,2646,5525.533320479076
0,2647,8729.765053821784
0,2648,13031.320794196963
0,2649,13031.320794196961
0,2650,13031.320794196961
0,2651,13031.320794196961
0,2652,13031.320794196961
0,2653,13031.320794196961
0,2654,13031.320794196961
0,2655,13031.320794196961
0,2656,13031.320794196961
0,2657,13031.320794196963
0,2658,2758.2448412015306
0,2659,6.671552729897196e-09
0,2660,6.673359632588665e-09
0,2661,1807.022733661423
0,2662,8150.777505519307
0,2663,13031.320794196961
0,2664,13031.320794196961
0,2665,13031.320794196961
0,2666,13031.320794196961
0,2667,13031.320794196961
0,2668,13031.320794196963
0,2669,11642.276690182818
0,2670,8930.605493751707
0,2671,13031.320794196963
0,2672,13031.320794196961
0,2673,13031.320794196961
0,2674,13031.320794196961
0,2675,13031.320794196961
0,2676,13031.320794196961
0,2677,13031.320794196961
0,2678,13031.320794196961
0,2679,13031.320794196961
0,2680,13031.320794196963
0,2681,13031.320794196961
0,2682,6.672840889375302e-09
0,2683,6.67094249175527e-09
0,2684,6.6709831583525566e-09
0,2685,6.6713744618497974e-09
0,2686,2301.415510771757
0,2687,8597.67382637874
0,2688,11998.814208831733
0,2689,12475.816103763958
0,2690,10337.10607049224
0,2691,7845.801124924996
0,2692,3515.5831979548584
0,2693,6.683418405653464e-09
0,2694,6.672293515322615e-09
0,2695,2390.6597329410138
0,2696,13031.320794196961
0,2697,13031.320794196963
0,2698,13031.320794196961
0,2699,13031.320794196961
0,2700,13031.320794196961
0,2701,13031.320794196961
0,2702,13031.320794196961
0,2703,13031.320794196961
0,2704,13031.320794196961
0,2705,6.670911202051572e-09
0,2706,6.670714829521959e-09
0,2707,6.670701453266595e-09
0,2708,6.670708283676754e-09
0,2709,6.670719319083724e-09
0,2710,6.670746190990523e-09
0,2711,6.670809299007464e-09
0,2712,6.670919552847755e-09
0,2713,6.671051863775818e-09
0,2714,6.671106421472882e-09
0,2715,6.671007504098787e-09
0,2716,6.670885313070604e-09
0,2717,6.670793249857472e-09
0,2718,6.670769025598636e-09
0,2719,6.670766933082514e-09
0,2720,6.670925369233269e-09
0,2721,7313.094278631687
0,2722,13031.320794196961
0,2723,13031.320794196963
0,2724,13031.320794196961
0,2725,13031.320794196961
0,2726,13031.320794196963
0,2727,13031.320794196961
0,2728,6.6723995417120995e-09
0,2729,6.6707362629741e-09
0,2730,6.67069522352985e-09
0,2731,6.6706850984054716e-09
0,2732,6.670691099760111e-09
0,2733,6.670705975643263e-09
0,2734,6.670725016589857e-09
0,2735,6.6707613039903844e-09
0,2736,6.6708084306885785e-09
0,2737,6.670918258477227e-09
0,2738,6.6709581880516645e-09
0,2739,6.670916560810595e-09
0,2740,6.670920338375946e-09
0,2741,6.670935025912852e-09
0,2742,6.67133101087056e-09
0,2743,3274.66104369674
0,2744,13031.320794196961
0,2745,13031.320794196963
0,2746,13031.320794196963
0,2747,13031.320794196961
0,2748,13031.320794196961
0,2749,13031.320794196961
0,2750,13031.320794196961
0,2751,13031.320794196961
0,2752,13031.320794196963
0,2753,3752.083778482276
0,2754,6.670765420700951e-09
0,2755,6.670724732881254e-09
0,2756,6.67072326613105e-09
0,2757,6.670734886199971e-09
0,2758,6.670761445161131e-09
0,2759,6.670816234830026e-09
0,2760,6.670922032766254e-09
0,2761,6.671066511044777e-09
0,2762,6.670948302712149e-09
0,2763,6.670849282345624e-09
0,2764,6.670830599433927e-09
0,2765,6.670828483212741e-09
0,2766,6.671129577555409e-09
0,2767,6622.458107381404
0,2768,13031.320794196961
0,2769,13031.320794196961
0,2770,13031.320794196961
0,2771,13031.320794196961
0,2772,13031.320794196961
0,2773,13031.320794196961
0,2774,13031.320794196961
0,2775,13031.320794196963
0,2776,13031.320794196963
0,2777,6.6708333778764826e-09
0,2778,6.670696845780056e-09
0,2779,6.670668986126114e-09
0,2780,6.6706714324267226e-09
0,2781,6.670685375250567e-09
0,2782,6.670701752991744e-09
0,2783,6.6707167063953515e-09
0,2784,6.670732564497062e-09
0,2785,6.670738748760843e-09
0,2786,6.670743969402674e-09
0,2787,6.6707370908954426e-09
0,2788,6.670727445016376e-09
0,2789,6.670715689359504e-09
0,2790,6.67071799954107e-09
0,2791,6.6707409782388046e-09
0,2792,6.670851471546322e-09
0,2793,4499.49314875646
0,2794,13031.320794196963
0,2795,13031.320794196963
0,2796,13031.320794196963
0,2797,13031.320794196963
0,2798,13031.320794196961
0,2799,3730.2189696506853
0,2800,6.6708066755261975e-09
0,2801,6.670697378557851e-09
0,2802,6.670617214826092e-09
0,2803,6.670560711579051e-09
0,2804,6.670580817072418e-09
0,2805,6.670642333665223e-09
0,2806,6.670684416442305e-09
0,2807,6.67070963297991e-09
0,2808,6.670736265972596e-09
0,2809,6.670758240140924e-09
0,2810,6.6707747072796526e-09
0,2811,6.670771933570317e-09
0,2812,6.6707584258198635e-09
0,2813,6.670740902519141e-09
0,2814,6.670743304069305e-09
0,2815,6.670752277265298e-09
0,2816,6.670776481314775e-09
0,2817,6.670903268708801e-09
0,2818,6.671077820930233e-09
0,2819,6.671050037864163e-09
0,2820,6.671213308512215e-09
0,2821,6.670989543203904e-09
0,2822,6.670799742227793e-09
0,2823,6.670735465489192e-09
0,2824,6.670701659027838e-09
0,2825,6.670672365890912e-09
0,2826,6.670646551252331e-09
0,2827,6.670636413260675e-09
0,2828,6.67064648481022e-09
0,2829,6.670678136829719e-09
0,2830,6.670702445378498e-09
0,2831,6.670727761574612e-09
0,2832,6.670756199803726e-09
0,2833,6.670770845916485e-09
0,2834,6.670771365871048e-09
0,2835,6.670764020202277e-09
0,2836,6.670751790615223e-09
0,2837,6.670730734384124e-09
0,2838,6.670706734527185e-09
0,2839,6.670687465965897e-09
0,2840,6.670684351629038e-09
0,2841,6.670699162346557e-09
0,2842,6.670718411088121e-09
0,2843,6.6707327381955675e-09
0,2844,6.670774317390387e-09
0,2845,6.6708676369795376e-09
0,2846,6.6708701944574554e-09
0,2847,6.670818966121646e-09
0,2848,6.670763229460598e-09
0,2849,6.670718018713661e-09
0,2850,6.670689100293099e-09
0,2851,6.670677446546148e-09
0,2852,6.670673254698677e-09
0,2853,6.6706884145487774e-09
0,2854,6.67070973840756e-09
0,2855,6.67073340610561e-09
0,2856,6.670778538031896e-09
0,2857,6.6708330361274875e-09
0,2858,6.670849830722377e-09
0,2859,6.6708725838061095e-09
0,2860,6.67085480873162e-09
0,2861,6.670808486917167e-09
0,2862,6.670753709180424e-09
0,2863,6.670728487745275e-09
0,2864,6.670727829862408e-09
0,2865,6.670786779678567e-09
0,2866,6.670957672352595e-09
0,2867,6.672606770572365e-09
0,2868,2752.1281502783872
0,2869,3411.3913558122795
0,2870,6.6774796371674234e-09
0,2871,6.671241458145346e-09
0,2872,6.670768342733379e-09
0,2873,6.670703570236558e-09
0,2874,6.670673764951324e-09
0,2875,6.670667222031771e-09
0,2876,6.670676971207352e-09
0,2877,6.670700439240255e-09
0,2878,6.670749171634243e-09
0,2879,6.6710033766707126e-09
0,2880,6.745682096952858e-09
0,2881,6182.275332885688
0,2882,8946.487727898306
0,2883,8560.217377651432
0,2884,7665.938130275861
0,2885,9583.012463538758
0,2886,12413.37562364415
0,2887,13031.320794196961
0,2888,13031.320794196961
0,2889,13031.320794196963
0,2890,13031.320794196963
0,2891,13031.320794196963
0,2892,13031.320794196961
0,2893,13031.320794196961
0,2894,13031.320794196963
0,2895,12975.788996039595
0,2896,6.676355420851037e-09
0,2897,6.670774792827439e-09
0,2898,6.670714937537295e-09
0,2899,6.670703998445594e-09
0,2900,6.670712980959796e-09
0,2901,6.670734587149907e-09
0,2902,6.670792149298246e-09
0,2903,6.67102192457044e-09
0,2904,6.671589831882532e-09
0,2905,6.945891534829748e-09
0,2906,2157.67278214867
0,2907,3085.925533788847
0,2908,1117.402015946688
0,2909,1987.8169246268017
0,2910,4439.38712740461
0,2911,8582.774033371943
0,2912,11021.528877740791
0,2913,13031.320794196961
0,2914,13031.320794196961
0,2915,13031.320794196961
0,2916,12781.408498720135
0,2917,13031.320794196961
0,2918,13031.320794196963
0,2919,8808.827320104449
0,2920,6.672278296433471e-09
0,2921,6.6707914890301346e-09
0,2922,6.670714509084313e-09
0,2923,6.670697774866779e-09
0,2924,6.670701672474486e-09
0,2925,6.670718132368542e-09
0,2926,6.670744444217157e-09
0,2927,6.670823033456968e-09
0,2928,6.671191728630948e-09
0,2929,6.6721498051513565e-09
0,2930,6.672864159942802e-09
0,2931,6.6726574113392065e-09
0,2932,6.672013550290508e-09
0,2933,6.672839673861e-09
0,2934,1564.4576178012894
0,2935,7484.661921899574
0,2936,13031.320794196961
0,2937,13031.320794196963
0,2938,13031.320794196963
0,2939,13031.320794196963
0,2940,13031.320794196961
0,2941,13031.320794196961
0,2942,13031.320794196961
0,2943,13031.320794196961
0,2944,9433.409563411238
0,2945,6.671096467609248e-09
0,2946,6.6707277705929714e-09
0,2947,6.670698345889805e-09
0,2948,6.670695637154673e-09
0,2949,6.670701831494758e-09
0,2950,6.6707198267952725e-09
0,2951,6.670747498450252e-09
0,2952,6.6707803955192455e-09
0,2953,6.670792598837266e-09
0,2954,6.670796268728636e-09
0,2955,6.670793621279725e-09
0,2956,6.6707688301542535e-09
0,2957,6.670744668321746e-09
0,2958,6.670723695872369e-09
0,2959,6.670712525312822e-09
0,2960,6.6707114673856115e-09
0,2961,6.670730620928296e-09
0,2962,6.670745187035405e-09
0,2963,6.6707286982710786e-09
0,2964,6.670746894827469e-09
0,2965,6.6707708333084e-09
0,2966,6.6707658697647855e-09
0,2967,6.6707376277948995e-09
0,2968,6.670715505567754e-09
0,2969,6.670687747235046e-09
0,2970,6.67065486659595e-09
0,2971,6.6706417846743705e-09
0,2972,6.6706553396071e-09
0,2973,6.67067434171554e-09
0,2974,6.67069577323221e-09
0,2975,6.670719249689703e-09
0,2976,6.67074751049506e-09
0,2977,6.6707691115106465e-09
0,2978,6.670785959574491e-09
0,2979,6.6707775898479686e-09
0,2980,6.670768261582541e-09
0,2981,6.670764051122367e-09
0,2982,6.670759805328215e-09
0,2983,6.670757822207245e-09
0,2984,6.670863939324122e-09
0,2985,6.672023371282624e-09
0,2986,2319.1775868423797
0,2987,5587.744865144319
0,2988,11249.121029446069
0,2989,13031.320794196963
0,2990,13031.320794196961
0,2991,13031.320794196961
0,2992,4216.994515327478
0,2993,6.6708729476669e-09
0,2994,6.670727754334174e-09
0,2995,6.67070509862789e-09
0,2996,6.6707115499620064e-09
0,2997,6.6707171496129645e-09
0,2998,6.670738065981137e-09
0,2999,6.6707982832347174e-09
0,3000,6.6709800021494e-09
0,3001,6.67108716653866e-09
0,3002,6.671228870275214e-09
0,3003,6.671284270309275e-09
0,3004,6.6710659134249165e-09
0,3005,6.6708761129731194e-09
0,3006,6.670843514157979e-09
0,3007,6.670916605762634e-09
0,3008,2002.939075517927
0,3009,13031.320794196963
