IA,T,value
0,5647,1.5903739191975696e-06
0,5648,1.3159015525838862e-06
0,5649,5.150690327650502e-07
0,5650,5.15068703649626e-07
0,5651,5.150686516003865e-07
0,5652,5.150686310659769e-07
0,5653,5.150686454736143e-07
0,5654,5.150687542342168e-07
0,5655,5.150691139144928e-07
0,5656,1.3160278391681577e-06
0,5657,2.1747036566233894e-06
0,5658,2.1747236348445068e-06
0,5659,2.1747266730476594e-06
0,5660,2.174727078395073e-06
0,5661,2.1747270370798145e-06
0,5662,2.1747251025688863e-06
0,5663,2.174721638134201e-06
0,5664,2.1747164488340395e-06
0,5665,2.1747105901179665e-06
0,5666,2.1747083995275925e-06
0,5667,2.174709023039902e-06
0,5668,2.1747125454783193e-06
0,5669,2.174717680311633e-06
0,5670,2.1747159465606864e-06
0,5671,2.174694206922385e-06
0,5672,1.6447379056559307e-06
0,5673,1.6447329875394524e-06
0,5674,1.644732269712396e-06
0,5675,1.6447324388657158e-06
0,5676,1.6447329720130268e-06
0,5677,1.6447347651426907e-06
0,5678,2.174191094951464e-06
0,5679,2.1747068537436923e-06
0,5680,2.1747218459224147e-06
0,5681,2.174728260139012e-06
0,5682,2.174730088408969e-06
0,5683,2.1747301345597693e-06
0,5684,2.174729165962605e-06
0,5685,2.1747270701241283e-06
0,5686,2.1747226781677117e-06
0,5687,2.1747126933105865e-06
0,5688,2.174676930585557e-06
0,5689,2.1746325513443895e-06
0,5690,2.1746636637402523e-06
0,5691,2.174682623284907e-06
0,5692,2.174699488842252e-06
0,5693,2.174706591727372e-06
0,5694,2.1747040201327422e-06
0,5695,2.1746837732697453e-06
0,5696,2.1726414805975282e-06
0,5697,1.3160102032912409e-06
0,5698,5.150595343809288e-07
0,5699,5.150587009290233e-07
0,5700,5.150584762030237e-07
0,5701,5.15058404874447e-07
0,5702,5.150583871564693e-07
0,5703,5.150583921751327e-07
0,5704,5.150584095095197e-07
0,5705,5.1505843139143e-07
0,5706,5.150584305826694e-07
0,5707,5.150584017064625e-07
0,5708,5.15058347740462e-07
0,5709,5.15058276963202e-07
0,5710,5.150581769090682e-07
0,5711,5.150580805502207e-07
0,5712,5.150580102070753e-07
0,5713,5.150579663001399e-07
0,5714,5.150579397756217e-07
0,5715,5.150579191280213e-07
0,5716,5.150579072279809e-07
0,5717,5.150578972994537e-07
0,5718,5.150578873539587e-07
0,5719,5.150578709587077e-07
0,5720,5.150578551767898e-07
0,5721,5.150578444457362e-07
0,5722,5.150578444564156e-07
0,5723,5.150578498358473e-07
0,5724,5.150578548346698e-07
0,5725,5.150578682806199e-07
0,5726,5.150578986547064e-07
0,5727,5.150579601289696e-07
0,5728,5.150581319955595e-07
0,5729,5.150615803867632e-07
0,5730,1.5908896832082797e-06
0,5731,1.5908967206240687e-06
0,5732,1.5908983382409165e-06
0,5733,1.5908992021290876e-06
0,5734,1.5908459787433195e-06
0,5735,1.3160268941205151e-06
0,5736,1.3160192062940113e-06
0,5737,1.3160191916963132e-06
0,5738,1.316019635292428e-06
0,5739,1.316022087469778e-06
0,5740,1.3160286694963684e-06
0,5741,1.3160391969225214e-06
0,5742,1.590905977472178e-06
0,5743,1.5909100739971635e-06
0,5744,1.5908985165806813e-06
0,5745,1.3160317190244464e-06
0,5746,1.316025506176285e-06
0,5747,1.3160252914151335e-06
0,5748,1.3160270700444607e-06
0,5749,1.3160368453055734e-06
0,5750,2.1747022325585303e-06
0,5751,2.1747247637435643e-06
0,5752,2.174731020010987e-06
0,5753,2.1747337653427266e-06
0,5754,2.1747347655103402e-06
0,5755,2.1747344751664194e-06
0,5756,2.1747333389732833e-06
0,5757,2.174731639676547e-06
0,5758,2.174728570026544e-06
0,5759,2.174721232469333e-06
0,5760,2.1747101128643132e-06
0,5761,2.1746791236550676e-06
0,5762,2.174627895123885e-06
0,5763,2.1745608136175196e-06
0,5764,2.1745923681943963e-06
0,5765,2.1746361022832294e-06
0,5766,2.174659069523969e-06
0,5767,2.174564421733062e-06
0,5768,1.6447327636022642e-06
0,5769,1.6447279372827986e-06
0,5770,1.6447262384301515e-06
0,5771,1.644726030161853e-06
0,5772,1.644726568728657e-06
0,5773,1.6447280208494158e-06
0,5774,1.6447322849035863e-06
0,5775,2.1746608824294803e-06
0,5776,2.1747211316619497e-06
0,5777,2.17473043214551e-06
0,5778,2.1747336764979964e-06
0,5779,2.1747343707124306e-06
0,5780,2.174734070623267e-06
0,5781,2.174733962980206e-06
0,5782,2.1747320842788014e-06
0,5783,2.1747307761312007e-06
0,5784,2.1747288954630534e-06
0,5785,2.1747267546438475e-06
0,5786,2.1747244750743022e-06
0,5787,2.174723711813103e-06
0,5788,2.1747240559009257e-06
0,5789,2.1747228514659364e-06
0,5790,2.1747162932651224e-06
0,5791,2.17469442377583e-06
0,5792,2.1745921412429092e-06
0,5793,1.6447762215163978e-06
0,5794,1.6447616147858592e-06
0,5795,1.6447622329782054e-06
0,5796,1.644765508501721e-06
0,5797,1.644770724227142e-06
0,5798,2.1741193710293066e-06
0,5799,2.174694773957953e-06
0,5800,2.174721788165664e-06
0,5801,2.1747303291033693e-06
0,5802,2.174733554979099e-06
0,5803,2.174735223144054e-06
0,5804,2.1747345483088664e-06
0,5805,2.1747339935622965e-06
0,5806,2.1747319481452924e-06
0,5807,2.1747296647684627e-06
0,5808,2.1747282394331355e-06
0,5809,2.174726750760452e-06
0,5810,2.1747259799102716e-06
0,5811,2.174726241056194e-06
0,5812,2.1747273085939624e-06
0,5813,2.1747290753126782e-06
0,5814,2.174731562872966e-06
0,5815,2.1747331581125316e-06
0,5816,2.1747326557483224e-06
0,5817,2.174730147731308e-06
0,5818,2.1747275662932063e-06
0,5819,2.1747193855138017e-06
0,5820,2.1746951908907172e-06
0,5821,2.174691062424702e-06
0,5822,2.174719851523845e-06
0,5823,2.174727661803178e-06
0,5824,2.174730851458532e-06
0,5825,2.17473357391881e-06
0,5826,2.1747359107212195e-06
0,5827,2.1747343954383117e-06
0,5828,2.174732591536232e-06
0,5829,2.174731361082342e-06
0,5830,2.174729172304537e-06
0,5831,2.174725977359144e-06
0,5832,2.174716786589471e-06
0,5833,2.1747181191502686e-06
0,5834,2.17472015770037e-06
0,5835,2.174723798273456e-06
0,5836,2.174726595573608e-06
0,5837,2.1747295532391873e-06
0,5838,2.1747317366144128e-06
0,5839,2.174732312034116e-06
0,5840,2.17473090851749e-06
0,5841,2.174725843201268e-06
0,5842,2.1747136617271227e-06
0,5843,2.174687954832827e-06
0,5844,2.174240530228083e-06
0,5845,1.6538969194283826e-06
0,5846,2.174689656121026e-06
0,5847,2.174723450947989e-06
0,5848,2.174730496686114e-06
0,5849,2.1747376895680376e-06
0,5850,2.17475684326663e-06
0,5851,2.1747628986277037e-06
0,5852,2.174753549680523e-06
0,5853,2.1747382401178777e-06
0,5854,2.1747330569749004e-06
0,5855,2.1747307295267703e-06
0,5856,2.17472869200124e-06
0,5857,2.174727912757817e-06
0,5858,2.1747273934546833e-06
0,5859,2.1747274276740555e-06
0,5860,2.174728302275228e-06
0,5861,2.1747299771500937e-06
0,5862,2.1747314418966036e-06
0,5863,2.174731183093208e-06
0,5864,2.1747282484415546e-06
0,5865,2.1746594525517797e-06
0,5866,1.6447544358339818e-06
0,5867,1.6447521849240199e-06
0,5868,1.6447514095804718e-06
0,5869,1.644751451310546e-06
0,5870,1.6447529536352864e-06
0,5871,2.1746067161909285e-06
0,5872,2.174724208811596e-06
0,5873,2.174732481790686e-06
0,5874,2.174739131027186e-06
0,5875,2.174740650864827e-06
0,5876,2.174737522433936e-06
0,5877,2.1747332368962993e-06
0,5878,2.1747313834516013e-06
0,5879,2.1747295065399977e-06
0,5880,2.1747273248062544e-06
0,5881,2.1747260377387966e-06
0,5882,2.1747249859152377e-06
0,5883,2.174725121980225e-06
0,5884,2.1747264704341258e-06
0,5885,2.174729292534318e-06
0,5886,2.1747306143589124e-06
0,5887,2.1747281131058015e-06
0,5888,2.1747147956421332e-06
0,5889,1.6447714289789372e-06
0,5890,1.6447554608588818e-06
0,5891,1.6447555053046656e-06
0,5892,1.6447560057088542e-06
0,5893,1.6447612033825259e-06
0,5894,2.174694084801105e-06
0,5895,2.174725099496691e-06
0,5896,2.17473131850247e-06
0,5897,2.1747358857659212e-06
0,5898,2.1747388498842384e-06
0,5899,2.1747372455551556e-06
0,5900,2.174734896844086e-06
0,5901,2.1747319103868675e-06
0,5902,2.1747296295583467e-06
0,5903,2.1747270263375394e-06
0,5904,2.1747222366107644e-06
0,5905,2.1747183547886004e-06
0,5906,2.174711789093781e-06
0,5907,2.1747095005607026e-06
0,5908,2.174710974949456e-06
0,5909,2.174719306596677e-06
0,5910,2.1747255967050853e-06
0,5911,2.1747258439619443e-06
0,5912,2.174721702798187e-06
0,5913,2.1746769366698827e-06
0,5914,1.316029707029709e-06
0,5915,1.3160233884787747e-06
0,5916,1.3160223340130152e-06
0,5917,1.3160221234347156e-06
0,5918,1.3160224932083717e-06
0,5919,1.3160242565177054e-06
0,5920,1.3160488999915988e-06
0,5921,2.1747068858347755e-06
0,5922,2.174716092936003e-06
0,5923,2.1747176758618505e-06
0,5924,2.1747174830031007e-06
0,5925,2.174715691831723e-06
0,5926,2.1747117452831227e-06
0,5927,2.174698237953753e-06
0,5928,2.174691797812798e-06
0,5929,2.1746918594767965e-06
0,5930,2.1746856255660564e-06
0,5931,2.17467900251846e-06
0,5932,2.174680740894613e-06
0,5933,2.174686117812708e-06
0,5934,2.174697486114624e-06
0,5935,2.174680020146499e-06
0,5936,2.1746652170268315e-06
0,5937,1.6447624930893655e-06
0,5938,1.6447355050326108e-06
0,5939,1.64473306127344e-06
0,5940,1.644731929323004e-06
0,5941,1.6447318145105475e-06
0,5942,1.6447329355268048e-06
0,5943,1.6447386553103925e-06
0,5944,2.1746998748149726e-06
0,5945,2.174726452231889e-06
0,5946,2.1747301017641715e-06
0,5947,2.174731100063271e-06
0,5948,2.1747310640157173e-06
0,5949,2.174729829311755e-06
0,5950,2.174727884550129e-06
0,5951,2.1747251972962806e-06
0,5952,2.1747211445461746e-06
0,5953,2.1747176155505026e-06
0,5954,2.1747132997033437e-06
0,5955,2.174707785155541e-06
0,5956,2.1747025383438753e-06
0,5957,2.1746891136886076e-06
0,5958,2.1745893557109045e-06
0,5959,5.150883602238459e-07
0,5960,5.150582403446531e-07
0,5961,5.150579996474882e-07
0,5962,5.150579393655764e-07
0,5963,5.150579330850643e-07
0,5964,5.150579540037694e-07
0,5965,5.150580149731738e-07
0,5966,5.150581728304081e-07
0,5967,5.150590469028154e-07
0,5968,1.3160874487889995e-06
0,5969,2.1747186792655908e-06
0,5970,2.174728983562503e-06
0,5971,2.1747307743455197e-06
0,5972,2.1747310274150035e-06
0,5973,2.1747296437633467e-06
0,5974,2.174726683642266e-06
0,5975,2.1747219477808236e-06
0,5976,2.174717433406706e-06
0,5977,2.1747112092566044e-06
0,5978,2.1747107589867917e-06
0,5979,2.174713619762861e-06
0,5980,2.17471662475972e-06
0,5981,2.17472222194693e-06
0,5982,2.1747239972870046e-06
0,5983,2.1747208125183666e-06
0,5984,2.174700578389541e-06
0,5985,1.3160350874844712e-06
0,5986,1.3160315185587173e-06
0,5987,1.3160308758792313e-06
0,5988,1.3160307447458459e-06
0,5989,1.3160309532667634e-06
0,5990,1.3160321850266832e-06
0,5991,1.316070617151787e-06
0,5992,2.174719305850963e-06
0,5993,2.174731501177092e-06
0,5994,2.174735441943859e-06
0,5995,2.1747365638103474e-06
0,5996,2.1747360400478904e-06
0,5997,2.174733424231039e-06
0,5998,2.1747308888396544e-06
0,5999,2.1747281751262858e-06
0,6000,2.174723665533283e-06
0,6001,2.174718201904168e-06
0,6002,2.1747134389016754e-06
0,6003,2.1747125823990895e-06
0,6004,2.1747132339677323e-06
0,6005,2.174720577163662e-06
0,6006,2.17472415684275e-06
0,6007,2.1747216239187926e-06
0,6008,2.1747049059770915e-06
0,6009,1.3160268538686421e-06
0,6010,5.150631482366713e-07
0,6011,5.15062892179831e-07
0,6012,5.150628389568885e-07
0,6013,5.150628508553026e-07
0,6014,5.150629838469021e-07
0,6015,5.150657007827906e-07
0,6016,2.174700228673625e-06
0,6017,2.1747269200597056e-06
0,6018,2.1747296715074298e-06
0,6019,2.1747298663459327e-06
0,6020,2.1747287746120246e-06
0,6021,2.1747260988383595e-06
0,6022,2.174718562287332e-06
0,6023,2.17469570354162e-06
0,6024,2.1745076660441547e-06
0,6025,1.6447603655648634e-06
0,6026,1.6447383820749652e-06
0,6027,1.6447253585237607e-06
0,6028,1.6447398701515542e-06
0,6029,2.174600014421364e-06
0,6030,2.174654630243862e-06
0,6031,2.17463206307676e-06
0,6032,1.316030105017775e-06
0,6033,5.150589059109423e-07
0,6034,5.150585246401895e-07
0,6035,5.150584537362947e-07
0,6036,5.150584470186865e-07
0,6037,5.150585004073493e-07
0,6038,5.150587344047411e-07
0,6039,7.47723416400837e-07
0,6040,2.1746891725011545e-06
0,6041,2.174725620529344e-06
0,6042,2.1747296200897923e-06
0,6043,2.174730476970114e-06
0,6044,2.1747301439305287e-06
0,6045,2.1747281573173977e-06
0,6046,2.174724473476622e-06
0,6047,2.1747169047000702e-06
0,6048,2.174701733968212e-06
0,6049,2.174688020000967e-06
0,6050,2.1746601740282607e-06
0,6051,2.1746720782300603e-06
0,6052,2.1746924598129835e-06
0,6053,2.1747102219840577e-06
0,6054,2.1747172897954546e-06
0,6055,2.17471392126886e-06
0,6056,2.174686448769758e-06
0,6057,1.3160342199917616e-06
0,6058,1.3160246494798439e-06
0,6059,1.316022161542904e-06
0,6060,1.3160213527623442e-06
0,6061,1.31602124429594e-06
0,6062,1.3160217862294085e-06
0,6063,1.3160249017819294e-06
0,6064,2.1746402435387103e-06
0,6065,2.174726195523606e-06
0,6066,2.1747303911166978e-06
0,6067,2.1747310909323372e-06
0,6068,2.1747310392499376e-06
0,6069,2.174728898693976e-06
0,6070,2.174725889007509e-06
0,6071,2.1747211921879697e-06
0,6072,2.1747128290500965e-06
0,6073,2.1747102001245903e-06
0,6074,2.174710800105159e-06
0,6075,2.174713205842227e-06
0,6076,2.1747180740689254e-06
0,6077,2.1747238414489885e-06
0,6078,2.174727294044403e-06
0,6079,2.174726588769155e-06
0,6080,2.1747209677136677e-06
0,6081,2.1746281535178855e-06
0,6082,1.644728619852251e-06
0,6083,1.644726334513666e-06
0,6084,1.644725793688252e-06
0,6085,1.6447260366126391e-06
0,6086,1.6447281357180338e-06
0,6087,2.1745761723277e-06
0,6088,2.1747274638759997e-06
0,6089,2.174734886894146e-06
0,6090,2.1747387855802075e-06
0,6091,2.174739482669512e-06
0,6092,2.1747387526896336e-06
0,6093,2.174735594164326e-06
0,6094,2.1747325366532674e-06
0,6095,2.1747305177963975e-06
0,6096,2.1747292189200264e-06
0,6097,2.174727818173754e-06
0,6098,2.174726055420833e-06
0,6099,2.174724165895838e-06
0,6100,2.1747236060409413e-06
0,6101,2.1747235693190137e-06
0,6102,2.1747176215949297e-06
0,6103,2.1746558436191825e-06
